Location,Total_Violations,Avg_Severity
"17.5710,-169.5465",1,3.0
"-55.8145,-142.2108",1,1.0
"9.8993,-131.2433",1,4.0
"53.5411,41.6890",1,4.0
"-37.8840,78.8758",1,4.0
"50.5637,13.3332",1,3.0
"-70.8949,142.6449",1,1.0
"-10.5798,-168.2844",1,2.0
"52.3031,142.0153",1,3.0
"-62.0180,-14.1698",1,3.0
"19.0326,-173.7022",1,4.0
"-52.7060,-50.6963",1,3.0
"39.4941,-113.3699",1,1.0
"-57.2058,-139.7949",1,5.0
"-66.4004,138.2453",1,3.0
"31.9273,147.8104",1,5.0
"36.4713,-98.9607",1,5.0
"53.0469,13.5390",1,
"-51.1124,-135.3668",1,4.0
"44.6928,147.7414",1,4.0
"-10.9766,142.6833",1,3.0
"-43.3563,6.5359",1,4.0
"24.4847,-107.1432",1,5.0
"-58.0636,-123.1904",1,1.0
"-51.9771,-64.5162",1,4.0
"-62.2210,-8.0494",1,3.0
"62.2460,123.5345",1,1.0
"-82.1186,-56.7562",1,4.0
"-57.5932,-116.6228",1,4.0
"-28.6658,19.7988",1,4.0
"-37.4919,41.1416",1,5.0
"-15.6330,-109.2473",1,5.0
"-73.5997,-134.3126",1,4.0
"78.4049,88.9887",1,5.0
"57.3064,-48.5572",1,3.0
"-61.2774,-42.8339",1,1.0
"-5.1204,-156.9844",1,1.0
"-47.5978,44.4644",1,5.0
"-23.8833,126.1686",1,5.0
"-39.8891,-33.4618",1,4.0
"-31.2723,-65.9075",1,4.0
"54.9443,121.3650",1,1.0
"72.3795,39.6997",1,5.0
"26.7346,-136.4231",1,3.0
"-79.6929,-79.7067",1,5.0
"-82.6464,163.3812",1,4.0
"61.8994,108.9292",1,5.0
"-40.8094,-37.8346",1,4.0
"-51.0034,-43.4902",1,5.0
"-11.9620,78.7694",1,4.0
"-52.6264,-20.4291",1,2.0
"41.7460,143.9902",1,1.0
"23.0092,93.4109",1,4.0
"-50.2557,24.8836",1,1.0
"16.7794,-67.1873",1,1.0
"-78.1394,36.7833",1,2.0
"56.1104,-141.5898",1,3.0
"-10.4004,19.8866",1,4.0
"-45.8306,171.9923",1,3.0
"-39.2989,109.9431",1,
"-9.3653,-153.0125",1,3.0
"-57.9145,-175.6517",1,2.0
"-43.7151,159.7941",1,4.0
"-48.4320,27.2483",1,4.0
"62.1403,-25.5222",1,5.0
"29.0407,-119.9435",1,3.0
"48.0923,-5.3121",1,4.0
"-48.9545,-28.4602",1,3.0
"5.7386,-60.0763",1,1.0
"43.3559,-81.5606",1,2.0
"49.6821,-94.7998",1,5.0
"0.5298,-34.7094",1,5.0
"-83.6623,-3.2126",1,4.0
"14.6978,63.9734",1,2.0
"73.9011,132.8734",1,5.0
"19.4712,-19.6701",1,1.0
"-5.7247,177.8594",1,4.0
"30.4901,-46.1025",1,1.0
"12.6215,-76.9850",1,3.0
"52.0733,-126.1766",1,2.0
"42.7015,-93.9426",1,1.0
"-52.1500,95.0875",1,4.0
"-15.6941,116.2564",1,2.0
"-33.8626,-65.6462",1,1.0
"63.5313,-0.0390",1,3.0
"-45.6082,27.5095",1,4.0
"12.3022,-108.4627",1,1.0
"-37.3725,-105.8573",1,2.0
"-70.0510,14.8525",1,1.0
"53.0679,75.9376",1,5.0
"48.2131,49.1420",1,4.0
"1.2078,-121.3466",1,
"27.7392,-25.5833",1,5.0
"60.1091,-132.3406",1,4.0
"-58.0570,179.3058",1,5.0
"79.7607,-60.8771",1,4.0
"-57.3745,-44.3915",1,3.0
"48.9485,-67.9539",1,4.0
"17.3581,176.3213",1,4.0
"62.2917,-6.8587",1,5.0
"35.8680,104.1377",1,5.0
"-35.7180,6.0218",1,1.0
"7.5072,38.8561",1,4.0
"86.1902,-162.5172",1,1.0
"84.3259,-25.8892",1,2.0
"49.7522,-159.9010",1,1.0
"-78.9368,81.7285",1,4.0
"64.0759,-30.0643",1,4.0
"68.6670,61.7875",1,4.0
"-19.6334,-34.7485",1,1.0
"-21.7369,171.9583",1,3.0
"7.4566,-88.4956",1,
"-46.3804,100.7713",1,1.0
"-40.9433,-13.8103",1,
"68.2808,-80.8664",1,1.0
"-39.6552,-140.7634",1,1.0
"-88.2342,56.2119",1,1.0
"41.8103,176.5307",1,1.0
"-36.9030,-130.9206",1,5.0
"-42.8791,92.9690",1,4.0
"41.8804,-146.0784",1,1.0
"12.3208,36.0774",1,1.0
"13.7656,-26.7075",1,5.0
"-71.4493,60.1342",1,3.0
"-22.2770,94.4829",1,2.0
"-72.8712,86.0254",1,
"-79.2973,98.0377",1,
"36.5870,94.7439",1,3.0
"74.1876,128.1557",1,5.0
"-42.2673,123.2123",1,2.0
"26.4310,176.8716",1,4.0
"71.8724,-60.2849",1,2.0
"43.0274,-46.9276",1,4.0
"-65.1673,-31.0330",1,5.0
"81.8639,121.7899",1,5.0
"-52.4690,137.4576",1,4.0
"-89.5787,-107.2305",1,1.0
"3.7496,90.0888",1,5.0
"14.6698,-71.7692",1,3.0
"-43.8312,137.9660",1,2.0
"26.1224,137.9926",1,2.0
"-51.2550,110.8529",1,4.0
"66.3741,75.2789",1,5.0
"40.0246,135.6173",1,3.0
"7.1394,-29.8748",1,3.0
"33.9635,-141.0975",1,1.0
"23.1108,-85.3350",1,3.0
"65.4880,-70.3535",1,1.0
"-71.1153,-100.9113",1,4.0
"3.5504,145.4911",1,4.0
"39.4419,-72.3562",1,
"-21.1819,47.8958",1,4.0
"69.6093,92.4807",1,2.0
"-8.4674,153.2752",1,5.0
"42.9190,11.0152",1,2.0
"86.9655,2.1244",1,
"-65.7040,26.8199",1,3.0
"-46.0864,115.0856",1,1.0
"52.5076,5.7110",1,1.0
"53.4785,142.1760",1,2.0
"58.4343,143.8499",1,3.0
"17.3223,-149.1451",1,5.0
"79.2931,-23.4051",1,3.0
"82.6346,-51.3608",1,4.0
"66.6321,-146.7528",1,3.0
"47.6350,-38.4852",1,3.0
"-39.2527,-102.3531",1,2.0
"21.2855,-23.3960",1,2.0
"29.0884,38.7498",1,3.0
"52.8212,43.2709",1,3.0
"-20.5255,-48.1116",1,1.0
"14.2766,-25.7393",1,2.0
"-60.8434,146.5080",1,3.0
"52.5998,-162.6008",1,1.0
"-23.7091,150.9060",1,1.0
"31.7525,65.9424",1,2.0
"-37.3762,104.0862",1,2.0
"-62.0797,-28.7626",1,3.0
"60.2764,-35.1058",1,
"17.9595,-11.5896",1,5.0
"-60.5722,95.5918",1,4.0
"86.2941,-170.6092",1,2.0
"4.4691,106.2024",1,3.0
"-9.8559,168.1391",1,5.0
"-87.4158,-70.9044",1,2.0
"51.2901,-169.2704",1,4.0
"26.1763,170.9937",1,4.0
"-57.6195,109.7857",1,1.0
"36.1052,-116.8732",1,2.0
"78.7603,-137.3211",1,2.0
"81.2831,-162.9199",1,2.0
"-42.3300,91.6310",1,
"29.7616,6.2298",1,5.0
"1.7653,-7.0310",1,4.0
"-84.3809,129.5834",1,2.0
"-0.2624,169.4842",1,
"26.2117,74.5236",1,4.0
"-58.5530,139.0210",1,2.0
"26.2515,-99.5952",1,1.0
"0.8557,175.3794",1,3.0
"-6.8728,140.2139",1,3.0
"58.8834,-173.8557",1,5.0
"8.0920,-134.4008",1,2.0
"87.0272,173.5626",1,3.0
"-44.1534,164.8463",1,
"17.8689,43.2857",1,4.0
"-0.0521,47.5799",1,5.0
"-16.3707,-3.2411",1,4.0
"-37.1904,-119.7253",1,4.0
"4.7227,-151.6285",1,5.0
"-77.9183,-165.8670",1,5.0
"-53.2987,58.6982",1,5.0
"51.2280,-151.6662",1,2.0
"-41.4621,153.0950",1,4.0
"9.0611,-104.2577",1,3.0
"-15.2834,41.5180",1,5.0
"76.8655,154.4336",1,2.0
"41.9174,64.8790",1,1.0
"-86.6569,159.2813",1,1.0
"78.1676,0.7433",1,2.0
"0.4680,-43.9321",1,2.0
"-79.6608,-48.2675",1,3.0
"-22.5626,-146.3840",1,4.0
"-1.9449,-102.8049",1,2.0
"-50.3059,160.2220",1,2.0
"66.0865,-147.8583",1,2.0
"9.5506,-18.9365",1,1.0
"-76.5457,-178.7152",1,4.0
"9.2325,-118.4504",1,1.0
"-35.6995,71.2567",1,1.0
"-24.6341,129.1106",1,2.0
"85.9615,-105.0556",1,3.0
"3.9793,-165.1400",1,1.0
"-21.8340,-105.3845",1,3.0
"16.6745,-167.0218",1,3.0
"-9.1419,70.4351",1,2.0
"40.1105,-90.0773",1,1.0
"85.8584,109.6387",1,2.0
"42.8129,107.2567",1,4.0
"-28.6097,37.8597",1,5.0
"33.1465,147.2486",1,3.0
"-86.8533,172.8421",1,4.0
"-71.3368,-17.4056",1,1.0
"73.7792,148.8416",1,3.0
"-16.7110,-80.3593",1,3.0
"54.7996,137.2599",1,3.0
"-68.8157,48.9355",1,1.0
"-57.5596,-12.9384",1,2.0
"40.7668,55.7779",1,3.0
"-52.8544,-24.7308",1,1.0
"-49.8274,2.6204",1,3.0
"-30.8562,54.1827",1,5.0
"-56.5598,36.8314",1,1.0
"5.8518,-74.6275",1,2.0
"80.6891,-103.0683",1,3.0
"28.1355,-90.3314",1,5.0
"-11.9094,57.5807",1,4.0
"5.0174,-105.9017",1,4.0
"-13.2508,-73.7940",1,5.0
"36.2779,-143.2042",1,
"67.0989,159.1032",1,1.0
"-46.6571,145.5748",1,
"-0.9010,-16.1487",1,2.0
"52.8099,-5.8230",1,3.0
"77.8927,175.6495",1,1.0
"-52.4890,-133.9503",1,4.0
"-11.1186,38.9943",1,4.0
"-14.5114,-148.9216",1,1.0
"39.5991,-161.2714",1,4.0
"-19.6350,-92.1045",1,5.0
"13.5009,148.6511",1,2.0
"-21.0103,-157.4749",1,4.0
"75.8669,150.8425",1,5.0
"-67.2109,39.6300",1,2.0
"38.3050,58.9906",1,5.0
"-33.1681,-98.0533",1,1.0
"-20.8641,174.4269",1,5.0
"-8.6231,30.4999",1,2.0
"52.4857,-176.8742",1,3.0
"-6.1778,129.0720",1,5.0
"-64.7472,-161.9945",1,5.0
"66.5666,124.6295",1,1.0
"-66.4697,115.9414",1,4.0
"-73.0159,-134.9891",1,3.0
"-3.9775,121.2198",1,5.0
"-60.4353,-55.6282",1,3.0
"48.6193,-37.8324",1,1.0
"72.8001,43.7876",1,1.0
"81.9982,174.0902",1,2.0
"-65.1663,-158.5362",1,
"39.3786,-94.6513",1,
"62.2771,99.6459",1,1.0
"-36.7983,93.4598",1,3.0
"-53.6680,95.6521",1,3.0
"-9.3113,-93.3902",1,5.0
"65.9127,73.4471",1,1.0
"-88.2376,122.1847",1,1.0
"-42.0570,62.6188",1,5.0
"85.1794,28.7373",1,2.0
"67.4697,96.6925",1,1.0
"30.6290,58.8545",1,2.0
"-75.8681,-171.7537",1,2.0
"41.1958,-103.9032",1,
"-41.2935,-50.3995",1,3.0
"-49.5479,-15.0155",1,3.0
"-4.8089,-53.5215",1,1.0
"-33.3099,-27.5578",1,
"60.4509,-111.9108",1,5.0
"-36.5887,-163.0371",1,1.0
"-38.2557,-80.0128",1,2.0
"-31.2073,-105.0080",1,
"-24.2290,95.1164",1,3.0
"42.0757,94.3644",1,3.0
"21.1862,-163.4864",1,2.0
"71.7446,2.9800",1,2.0
"55.1554,-14.4644",1,1.0
"8.3073,164.7148",1,5.0
"28.9328,80.3286",1,
"-34.9646,-93.0275",1,
"-12.2183,86.6149",1,2.0
"-47.2565,-140.9111",1,3.0
"27.3752,-40.7426",1,2.0
"76.5165,23.2018",1,5.0
"-53.4600,-79.0389",1,3.0
"68.1357,20.2569",1,1.0
"79.0272,-75.4070",1,1.0
"10.2401,-7.8883",1,3.0
"0.8237,122.2630",1,1.0
"-33.4262,96.2446",1,
"-63.5913,-53.5380",1,2.0
"-85.4623,-135.4715",1,2.0
"18.1164,110.8900",1,3.0
"-59.2923,101.0214",1,3.0
"29.4874,-170.8058",1,5.0
"65.1651,27.5253",1,2.0
"70.8878,106.0496",1,4.0
"-0.0649,153.5143",1,4.0
"-12.9043,-59.5302",1,1.0
"28.2505,131.9993",1,2.0
"44.0892,147.0657",1,2.0
"34.4482,164.0889",1,1.0
"15.6663,90.9546",1,3.0
"-19.3567,12.2864",1,2.0
"-63.1898,-161.5586",1,3.0
"-6.8244,-83.7967",1,2.0
"27.2456,139.1167",1,3.0
"-14.5334,-138.1383",1,5.0
"66.5075,-156.8543",1,1.0
"-38.2669,-25.2351",1,3.0
"22.2012,41.8906",1,1.0
"80.3780,-178.3272",1,1.0
"-37.0966,-177.3839",1,5.0
"10.2340,-65.5348",1,5.0
"-9.7005,-169.1764",1,3.0
"-52.7362,-155.4939",1,1.0
"46.3979,-37.5400",1,2.0
"-73.0070,-92.2060",1,2.0
"-30.1271,-7.4445",1,
"31.0062,-117.8291",1,1.0
"41.6471,160.8131",1,3.0
"-66.4353,9.0767",1,1.0
"45.2437,-108.1827",1,4.0
"36.1445,-68.1084",1,4.0
"55.7995,173.4231",1,3.0
"74.9559,-83.2161",1,1.0
"-45.6330,-95.4391",1,5.0
"68.7829,112.7168",1,
"-64.5168,-153.4323",1,1.0
"16.8740,-7.7514",1,2.0
"74.6970,75.8631",1,1.0
"72.1777,-31.1082",1,1.0
"-19.5386,135.9977",1,
"5.6727,-91.8038",1,3.0
"-38.5347,-158.0089",1,2.0
"-87.2563,67.2913",1,2.0
"88.8271,22.6516",1,5.0
"-39.1535,148.8621",1,2.0
"-13.3098,-69.5528",1,5.0
"-59.8668,106.7564",1,1.0
"-0.1506,-158.8218",1,2.0
"68.0758,95.1286",1,4.0
"-7.9294,-150.3739",1,5.0
"-9.6897,-128.7094",1,5.0
"-40.3353,24.2939",1,1.0
"50.0938,99.1522",1,2.0
"33.0960,68.8036",1,1.0
"68.5820,171.4882",1,2.0
"-3.0735,-24.0604",1,1.0
"-60.3588,56.7743",1,3.0
"-25.0108,43.0575",1,5.0
"-77.7355,86.8685",1,1.0
"1.5087,26.0039",1,
"-86.8970,39.9063",1,
"-0.7038,-58.1188",1,2.0
"-11.5282,121.4576",1,5.0
"-35.7606,-59.8573",1,5.0
"81.8478,52.3605",1,1.0
"57.1510,-11.1193",1,1.0
"29.5137,147.2863",1,3.0
"34.5977,85.1700",1,5.0
"65.0415,107.6069",1,3.0
"10.6678,129.1749",1,5.0
"-70.3392,55.7030",1,4.0
"4.8385,163.4151",1,1.0
"-23.8938,16.1357",1,3.0
"21.2230,177.6105",1,1.0
"84.0317,126.0625",1,4.0
"15.6618,-3.6268",1,2.0
"-66.1344,9.5268",1,4.0
"55.7400,25.7745",1,4.0
"-85.6098,62.4446",1,1.0
"9.4176,-92.0357",1,2.0
"83.9746,29.1748",1,1.0
"57.4633,-132.0995",1,5.0
"84.8318,135.1495",1,3.0
"19.8800,37.4794",1,
"81.7687,66.8563",1,1.0
"23.7924,26.3529",1,5.0
"-64.1306,-48.2494",1,4.0
"13.3784,97.9653",1,3.0
"-43.3393,-3.4906",1,2.0
"-89.2254,111.9430",1,2.0
"-88.2408,-22.5289",1,1.0
"-25.6727,-100.4574",1,4.0
"35.2220,-41.8235",1,2.0
"34.9154,49.0394",1,2.0
"-89.8434,-45.4377",1,3.0
"21.8541,124.0506",1,3.0
"-50.5142,-4.3785",1,
"-21.9190,73.6639",1,4.0
"-26.8667,-150.8472",1,5.0
"-89.9431,-164.2655",1,1.0
"6.5246,-32.4123",1,3.0
"-76.2905,122.5491",1,2.0
"41.5870,-75.5204",1,1.0
"-30.6693,53.3613",1,4.0
"47.6128,-109.4595",1,5.0
"17.0077,-105.3113",1,3.0
"-39.0185,-94.3402",1,1.0
"73.8725,-119.5833",1,3.0
"42.8368,-9.7586",1,4.0
"-40.3853,-30.7372",1,5.0
"13.7030,116.4273",1,2.0
"-82.5411,160.3504",1,3.0
"49.6965,156.0939",1,4.0
"3.7996,-11.4465",1,5.0
"-59.3356,76.5112",1,2.0
"-44.7042,129.7012",1,5.0
"17.0475,179.9813",1,3.0
"23.4104,-28.0608",1,1.0
"-2.2803,-20.8281",1,3.0
"24.8863,-16.7389",1,5.0
"-28.0433,-153.3100",1,2.0
"44.2437,114.3184",1,3.0
"44.1197,24.6854",1,3.0
"-31.7222,-27.4077",1,4.0
"12.4358,144.8782",1,
"-57.7108,-52.9383",1,5.0
"57.0628,-122.1727",1,1.0
"88.9895,-123.4464",1,3.0
"-65.1051,-62.6035",1,4.0
"-0.4038,-33.4905",1,3.0
"-40.1223,73.4575",1,3.0
"-32.3253,29.1748",1,5.0
"89.7422,-62.0718",1,4.0
"-87.1050,-112.6282",1,5.0
"-69.8720,-155.4261",1,3.0
"1.1525,70.4458",1,2.0
"-60.8836,79.7022",1,5.0
"9.7228,-95.4240",1,1.0
"-16.2204,81.4061",1,3.0
"-12.7185,-24.5369",1,3.0
"85.9944,164.3241",1,5.0
"61.4611,114.2390",1,4.0
"60.3467,13.3524",1,2.0
"27.8549,40.7305",1,
"85.9014,-65.8478",1,3.0
"2.4127,151.2105",1,5.0
"55.3747,80.1852",1,2.0
"-80.0776,80.9434",1,2.0
"79.9191,49.5278",1,3.0
"-80.2644,29.1456",1,1.0
"57.9537,144.2459",1,4.0
"73.4150,172.4429",1,1.0
"10.7966,24.6200",1,1.0
"-21.5568,106.7005",1,2.0
"-47.7825,-139.1485",1,5.0
"33.7434,11.6003",1,3.0
"-0.0582,-89.3849",1,2.0
"47.4615,74.9991",1,5.0
"43.0455,-120.3225",1,3.0
"-88.2293,4.2601",1,3.0
"-49.2099,-78.9299",1,2.0
"-43.8304,-104.9305",1,5.0
"-22.3575,68.9613",1,1.0
"-11.8201,32.2013",1,2.0
"-20.8138,125.8301",1,
"-12.3155,59.9169",1,2.0
"-28.9189,-92.1892",1,2.0
"43.0027,24.1592",1,2.0
"-28.6111,-162.0844",1,4.0
"89.3070,51.9789",1,1.0
"-70.6636,115.1784",1,2.0
"-9.0433,-117.6324",1,2.0
"15.8457,-17.6480",1,3.0
"79.1011,-178.8204",1,1.0
"-9.5233,-77.9665",1,4.0
"-31.6984,-167.9064",1,4.0
"4.4573,34.1169",1,3.0
"-31.3757,-95.9262",1,1.0
"77.5664,-138.5397",1,
"-13.8260,112.3773",1,2.0
"-69.1220,115.7137",1,2.0
"20.3848,66.1497",1,3.0
"46.3217,80.1958",1,2.0
"-14.2855,-31.8840",1,1.0
"70.5520,-10.7836",1,3.0
"-24.2195,12.6728",1,3.0
"-48.4175,7.0013",1,3.0
"-78.5793,-98.8586",1,3.0
"42.7874,-66.4744",1,1.0
"12.9451,90.5557",1,3.0
"-82.3753,118.0465",1,3.0
"-81.2499,-160.3233",1,2.0
"-74.4690,75.7383",1,3.0
"73.6161,-3.8240",1,4.0
"-52.2446,-136.4440",1,5.0
"66.5055,-108.1304",1,5.0
"-2.6151,-172.6533",1,1.0
"-64.6174,-58.2240",1,2.0
"-10.3593,-25.1645",1,5.0
"13.4545,130.6292",1,3.0
"-75.4203,-109.3292",1,5.0
"7.2083,49.4024",1,1.0
"87.2365,40.5565",1,1.0
"45.1423,-175.6137",1,3.0
"-58.9196,45.2088",1,
"-65.9950,-77.5068",1,5.0
"-75.9538,99.1272",1,4.0
"-50.9926,121.9986",1,2.0
"52.3251,-44.6095",1,2.0
"27.8244,61.9004",1,1.0
"19.0918,-59.8905",1,3.0
"48.4462,35.3964",1,4.0
"-70.8381,-46.0483",1,3.0
"-32.5638,163.0205",1,2.0
"-30.2449,-90.6726",1,1.0
"-12.4143,-130.1375",1,2.0
"-19.3824,109.6420",1,3.0
"-66.3096,148.6993",1,5.0
"-68.3934,42.6655",1,3.0
"-25.3688,-55.8231",1,2.0
"-80.2508,-145.7358",1,5.0
"-82.6744,-49.3638",1,5.0
"33.2988,-73.7560",1,2.0
"44.1528,-59.2679",1,5.0
"-51.9079,75.0423",1,1.0
"46.2733,32.8050",1,5.0
"-14.1007,-6.0903",1,3.0
"56.2524,106.7670",1,1.0
"27.1729,134.5504",1,4.0
"17.4787,50.5824",1,5.0
"39.9742,159.7480",1,5.0
"-51.0973,-47.6512",1,2.0
"-69.7353,-148.4275",1,5.0
"5.4277,78.4279",1,2.0
"-51.8312,162.3421",1,2.0
"-85.8931,-81.2703",1,3.0
"6.4016,-175.9125",1,5.0
"67.8903,-106.1579",1,3.0
"-7.9841,45.2712",1,4.0
"77.5849,-110.1313",1,2.0
"-46.1179,-129.1015",1,
"-33.2906,-51.0838",1,4.0
"-42.0639,-106.7284",1,1.0
"13.8928,131.9236",1,
"-29.9797,-54.6064",1,2.0
"12.0197,100.3286",1,3.0
"-23.0080,-127.9175",1,1.0
"76.5502,129.6749",1,1.0
"-36.5779,80.8739",1,5.0
"45.8287,5.3785",1,5.0
"47.4256,47.3125",1,1.0
"-56.3688,132.0776",1,4.0
"60.6799,-89.5390",1,3.0
"27.4603,38.8312",1,4.0
"-3.3295,-33.2855",1,2.0
"21.6796,88.9620",1,3.0
"-38.6428,-153.1131",1,2.0
"-19.9798,43.7322",1,4.0
"54.5584,-117.0782",1,5.0
"-78.6553,20.6848",1,2.0
"45.5600,161.4763",1,5.0
"24.3394,-155.1717",1,5.0
"61.1735,49.2111",1,4.0
"43.0263,-144.2937",1,3.0
"-25.8005,163.9227",1,5.0
"22.9491,-136.4772",1,4.0
"-48.2905,26.9913",1,1.0
"25.2158,-21.0095",1,3.0
"-76.9621,141.6624",1,3.0
"-41.8632,-157.2523",1,4.0
"81.2567,0.1843",1,3.0
"76.9227,41.8498",1,4.0
"-2.7886,-10.1268",1,2.0
"-51.9355,120.1836",1,1.0
"-14.2380,-86.9149",1,5.0
"84.1576,-108.9101",1,5.0
"-86.4903,145.3724",1,2.0
"30.8304,173.7337",1,4.0
"70.9358,-127.8842",1,1.0
"40.3378,178.2019",1,3.0
"62.1247,-71.3757",1,4.0
"13.7093,118.8059",1,1.0
"-55.8358,107.4214",1,4.0
"-87.0118,48.6794",1,5.0
"52.0394,-93.0423",1,
"44.3241,12.1745",1,2.0
"-34.3034,36.6721",1,1.0
"51.8385,-26.1370",1,3.0
"57.0167,62.1353",1,2.0
"-76.0659,174.1985",1,1.0
"80.9921,165.4041",1,3.0
"1.9050,-56.5803",1,
"-19.2156,140.2497",1,1.0
"-46.4495,107.3359",1,5.0
"-47.3193,-175.2301",1,5.0
"-20.1433,103.2776",1,4.0
"75.0198,-10.5666",1,4.0
"67.1566,11.1133",1,2.0
"-63.1281,171.1004",1,1.0
"-3.8561,99.6918",1,5.0
"-38.1632,-99.7177",1,5.0
"34.7180,-28.1068",1,5.0
"26.3406,-61.2047",1,1.0
"-10.8540,-52.9979",1,5.0
"-57.4495,145.5965",1,3.0
"57.5418,115.2025",1,4.0
"-87.7870,-78.2960",1,1.0
"22.0935,-80.7927",1,
"72.3351,164.2129",1,3.0
"65.8323,-3.2845",1,1.0
"-88.1989,-81.4104",1,4.0
"84.1537,106.2546",1,1.0
"-42.7512,105.5477",1,1.0
"54.0927,-110.0054",1,1.0
"-47.7973,-35.2725",1,1.0
"-64.7090,81.8753",1,2.0
"47.1192,-25.2079",1,3.0
"-5.5837,155.6861",1,2.0
"-0.2468,94.3973",1,1.0
"81.8238,-83.6456",1,5.0
"1.0711,49.4483",1,4.0
"-53.9902,-74.3609",1,2.0
"-32.5106,-12.6705",1,2.0
"47.7848,174.8838",1,2.0
"-59.4811,3.9665",1,4.0
"-83.1884,-18.2485",1,5.0
"56.2351,-161.1703",1,3.0
"-11.5624,91.2835",1,
"-52.4869,-43.8391",1,4.0
"87.5647,105.7826",1,3.0
"84.7028,76.8424",1,3.0
"30.2977,44.5039",1,4.0
"-32.9797,-86.6440",1,2.0
"-37.9111,118.6441",1,1.0
"-15.7265,-162.7047",1,
"15.9361,41.6150",1,3.0
"-36.7831,118.6482",1,2.0
"-87.4377,-155.7304",1,1.0
"-32.8988,179.5718",1,2.0
"25.3695,-78.8288",1,5.0
"61.0150,-65.1908",1,5.0
"27.4559,-104.3774",1,5.0
"-73.0076,-140.1461",1,1.0
"66.1586,90.4324",1,2.0
"8.2949,-63.1800",1,3.0
"22.4734,-32.0476",1,2.0
"27.6550,-125.0222",1,
"-47.1354,62.3411",1,2.0
"56.8226,-86.7022",1,5.0
"-42.5226,32.4563",1,2.0
"80.2928,-140.5802",1,
"68.4984,60.3061",1,1.0
"85.1385,-141.1890",1,4.0
"47.8143,-80.4785",1,2.0
"-19.8454,130.3520",1,4.0
"60.5098,-74.7203",1,1.0
"46.8403,71.2212",1,4.0
"-24.2428,-59.7577",1,4.0
"66.5786,128.3939",1,3.0
"-31.3303,-23.5237",1,1.0
"9.3658,9.3970",1,5.0
"-38.0544,-33.0918",1,4.0
"-32.5767,-38.0486",1,4.0
"-81.0127,-53.1952",1,5.0
"-83.2207,87.1763",1,5.0
"19.5961,-45.2207",1,1.0
"-34.5919,-178.2221",1,5.0
"-31.3205,63.8613",1,5.0
"3.9449,146.2733",1,
"-66.2522,84.0219",1,4.0
"-81.0118,-135.2369",1,1.0
"-87.5783,-69.0410",1,5.0
"-73.3952,-45.8794",1,1.0
"-75.5321,-71.2775",1,3.0
"67.9382,82.1354",1,1.0
"-3.1586,-168.8396",1,3.0
"-15.9875,-107.1424",1,2.0
"35.4115,-116.7984",1,4.0
"57.8765,82.6634",1,2.0
"-18.0296,65.5764",1,5.0
"78.6291,100.3539",1,3.0
"-24.5035,-44.1924",1,1.0
"53.2990,159.7979",1,5.0
"-26.7150,-136.0127",1,1.0
"19.3842,21.0558",1,
"18.4454,30.6706",1,5.0
"-40.8772,-125.8388",1,4.0
"17.9971,140.5151",1,4.0
"-21.3818,162.5441",1,3.0
"-79.8497,-149.9599",1,4.0
"20.2437,34.9156",1,1.0
"12.5884,-154.9930",1,5.0
"14.0510,-53.2732",1,3.0
"-76.7789,-99.1048",1,4.0
"-28.9882,-168.2471",1,1.0
"-83.3300,72.7197",1,3.0
"56.0041,-13.2388",1,2.0
"-6.9110,64.6430",1,4.0
"-77.4881,26.2530",1,2.0
"-23.5394,114.7235",1,1.0
"-77.2824,-98.1824",1,5.0
"-40.5716,69.1225",1,3.0
"-65.2950,171.1177",1,2.0
"-46.0119,144.2602",1,5.0
"18.1787,-156.4864",1,5.0
"-39.8675,-140.0386",1,3.0
"-76.0228,109.5178",1,3.0
"-1.9172,-29.4325",1,2.0
"17.2191,-146.1220",1,2.0
"81.3811,109.9392",1,4.0
"28.7719,-111.4176",1,5.0
"-38.4485,-179.6547",1,4.0
"48.4877,161.7204",1,1.0
"-55.6086,162.0734",1,
"46.4035,-3.8939",1,4.0
"-87.2110,-146.2317",1,2.0
"-0.3344,-53.0139",1,2.0
"-35.9016,-61.9071",1,4.0
"-80.9231,-4.9741",1,2.0
"-0.9436,124.3079",1,1.0
"15.4293,138.0422",1,
"-53.7800,-28.2074",1,3.0
"-55.2501,-2.0330",1,2.0
"-45.4800,-137.0747",1,3.0
"-18.8112,149.7138",1,2.0
"17.7069,20.4783",1,1.0
"14.3416,-10.4744",1,4.0
"82.6762,-173.3011",1,1.0
"41.7049,37.3685",1,4.0
"-66.3034,46.8364",1,4.0
"-83.0031,38.6104",1,4.0
"74.8357,-177.4872",1,5.0
"42.9210,68.0287",1,5.0
"-89.1438,-96.8899",1,1.0
"-18.2480,170.9160",1,
"-74.6171,150.2243",1,5.0
"-57.3851,179.2794",1,4.0
"11.3127,82.8273",1,1.0
"-62.5022,76.2273",1,4.0
"-58.9108,-153.0980",1,5.0
"-46.5373,-88.4111",1,2.0
"41.4127,-11.2497",1,
"82.8720,153.6462",1,5.0
"35.3584,52.3274",1,3.0
"69.4972,11.5756",1,5.0
"72.6990,-34.3702",1,4.0
"75.4676,148.3374",1,
"6.2237,-31.7187",1,1.0
"-13.8832,54.3593",1,2.0
"-63.9123,19.8554",1,2.0
"26.4959,-23.0625",1,5.0
"20.3231,-6.7976",1,1.0
"1.0222,-162.3409",1,4.0
